StoryTitle,SectionTitle,Sentence
THE MOON'S LAST WISH,Chapter 9,Harp stayed near his heart
THE MOON'S LAST WISH,Chapter 9,His hair turned silver fast
THE MOON'S LAST WISH,Chapter 9,He spoke little but smiled
THE MOON'S LAST WISH,Chapter 9,Each note still held peace
THE MOON'S LAST WISH,Chapter 9,One girl asked his name
THE MOON'S LAST WISH,Chapter 9,"He said, just a friend"
THE MOON'S LAST WISH,Chapter 9,She a warm song
THE MOON'S LAST WISH,Chapter 9,Kissed her small face
THE MOON'S LAST WISH,Chapter 10,One dusk he quiet
THE MOON'S LAST WISH,Chapter 10,Harp left on his chair
THE MOON'S LAST WISH,Chapter 10,"Note said, wish now"
THE MOON'S LAST WISH,Chapter 10,Sky pulsed with moon songs
THE MOON'S LAST WISH,Chapter 10,Towns lit lamps in honor
THE MOON'S LAST WISH,Chapter 10,New rose that year
THE MOON'S LAST WISH,Chapter 10,Played harp under pale sky
THE MOON'S LAST WISH,Chapter 10,Moon glowed with soft pride
THE MOON'S LAST WISH,Chapter 10,Stars in steady rhythm
THE MOON'S LAST WISH,Chapter 10,A boy became moon’s wish
