StoryTitle,SectionTitle,Sentence
GIGGLES FROM SPACE,Chapter 5,Across whole room
GIGGLES FROM SPACE,Chapter 5,Doctor danced into the hall
GIGGLES FROM SPACE,Chapter 5,Nurse sang with rubber
GIGGLES FROM SPACE,Chapter 5,"Blob cried, i miss cake!"
GIGGLES FROM SPACE,Chapter 5,Kids soup in drums
GIGGLES FROM SPACE,Chapter 5,They him in socks
GIGGLES FROM SPACE,Chapter 5,Even frogs sent him notes
GIGGLES FROM SPACE,Chapter 5,He glowed pink with joy
GIGGLES FROM SPACE,Chapter 5,Fever cured with bad jokes
GIGGLES FROM SPACE,Chapter 6,Mom called from deep space
GIGGLES FROM SPACE,Chapter 6,Come home or eat salad!
GIGGLES FROM SPACE,Chapter 6,Alien begged for more time
GIGGLES FROM SPACE,Chapter 6,Earth had better snacks now
GIGGLES FROM SPACE,Chapter 6,He listed fries and fudge
GIGGLES FROM SPACE,Chapter 6,She and said fine
GIGGLES FROM SPACE,Chapter 6,He no more
GIGGLES FROM SPACE,Chapter 6,"She said, just one more"
GIGGLES FROM SPACE,Chapter 6,So he zoo
GIGGLES FROM SPACE,Chapter 6,Clouds burst into clown shapes
GIGGLES FROM SPACE,Chapter 7,Alien joined school talent show
GIGGLES FROM SPACE,Chapter 7,He cats and gum
GIGGLES FROM SPACE,Chapter 7,The crowd roared with
GIGGLES FROM SPACE,Chapter 7,Judge gave him ten pies
GIGGLES FROM SPACE,Chapter 7,A robot danced on table
GIGGLES FROM SPACE,Chapter 7,Aliens from loud
GIGGLES FROM SPACE,Chapter 7,Sky turned green with lights
GIGGLES FROM SPACE,Chapter 7,In cool shades
GIGGLES FROM SPACE,Chapter 7,Tied for laughs
GIGGLES FROM SPACE,Chapter 7,Trophy was a banana
GIGGLES FROM SPACE,Chapter 8,Ufo picked him up slow
GIGGLES FROM SPACE,Chapter 8,He waved with rubber duck
GIGGLES FROM SPACE,Chapter 8,Kids tossed and cheese
GIGGLES FROM SPACE,Chapter 8,Band played loud kazoo tune
GIGGLES FROM SPACE,Chapter 8,Town wept with joy rain
GIGGLES FROM SPACE,Chapter 8,"Alien said, see ya, pals!"
GIGGLES FROM SPACE,Chapter 8,Rocket left trail of
GIGGLES FROM SPACE,Chapter 8,A goat in air
GIGGLES FROM SPACE,Chapter 8,Mayor gave speech with honk
GIGGLES FROM SPACE,Chapter 8,Best in world ever
GIGGLES FROM SPACE,Chapter 9,School built alien joke lab
GIGGLES FROM SPACE,Chapter 9,Tested on wild rats
GIGGLES FROM SPACE,Chapter 9,Cured flu and fear
GIGGLES FROM SPACE,Chapter 9,Tv shows were now silly
GIGGLES FROM SPACE,Chapter 9,Even news had breaks
GIGGLES FROM SPACE,Chapter 9,Alien sent prank mail weekly
GIGGLES FROM SPACE,Chapter 9,Each box full of
GIGGLES FROM SPACE,Chapter 9,Tacos sang songs loud
GIGGLES FROM SPACE,Chapter 9,Became joke fun
GIGGLES FROM SPACE,Chapter 9,Earth felt happy for once
GIGGLES FROM SPACE,Chapter 10,Years passed but fun stayed
GIGGLES FROM SPACE,Chapter 10,Aliens still visit for laughs
GIGGLES FROM SPACE,Chapter 10,Kids teach new worlds jokes
GIGGLES FROM SPACE,Chapter 10,One rule: be silly daily
GIGGLES FROM SPACE,Chapter 10,Town giggle grove
GIGGLES FROM SPACE,Chapter 10,Statue of blob holds pie
GIGGLES FROM SPACE,Chapter 10,Sky glows when laughs
GIGGLES FROM SPACE,Chapter 10,Even stars at night
GIGGLES FROM SPACE,Chapter 10,Earth saved by pure joy
GIGGLES FROM SPACE,Chapter 10,All from one silly crash
