StoryTitle,SectionTitle,Sentence
BENEATH THE LAUGHING TREE,Chapter 5,Found a small wood box
BENEATH THE LAUGHING TREE,Chapter 5,Inside was her own photo
BENEATH THE LAUGHING TREE,Chapter 5,It was torn and old
BENEATH THE LAUGHING TREE,Chapter 5,She never took that shot
BENEATH THE LAUGHING TREE,Chapter 5,"A voice said, stay"
BENEATH THE LAUGHING TREE,Chapter 5,The box closed by itself
BENEATH THE LAUGHING TREE,Chapter 5,She felt roots near toes
BENEATH THE LAUGHING TREE,Chapter 5,Shook her every step
BENEATH THE LAUGHING TREE,Chapter 5,Tree leaves danced in dark
BENEATH THE LAUGHING TREE,Chapter 6,She school that week
BENEATH THE LAUGHING TREE,Chapter 6,Spoke less and smiled more
BENEATH THE LAUGHING TREE,Chapter 6,Her mom found dirt trail
BENEATH THE LAUGHING TREE,Chapter 6,No one knew her plans
BENEATH THE LAUGHING TREE,Chapter 6,The swing never stayed still
BENEATH THE LAUGHING TREE,Chapter 6,Heard songs from roots
BENEATH THE LAUGHING TREE,Chapter 6,Birds no longer came close
BENEATH THE LAUGHING TREE,Chapter 6,Tree bark formed her face
BENEATH THE LAUGHING TREE,Chapter 6,Frog with her laugh
BENEATH THE LAUGHING TREE,Chapter 6,Roots grew fast yard
BENEATH THE LAUGHING TREE,Chapter 7,Boy named luke heard laugh
BENEATH THE LAUGHING TREE,Chapter 7,He path to tree
BENEATH THE LAUGHING TREE,Chapter 7,Found swing in air
BENEATH THE LAUGHING TREE,Chapter 7,He saw eyes in bark
BENEATH THE LAUGHING TREE,Chapter 7,They red and wide
BENEATH THE LAUGHING TREE,Chapter 7,He left his toy car
BENEATH THE LAUGHING TREE,Chapter 7,Came back to find note
BENEATH THE LAUGHING TREE,Chapter 7,"It said, we are one"
BENEATH THE LAUGHING TREE,Chapter 7,He smiled and never left
BENEATH THE LAUGHING TREE,Chapter 7,Tree got one more root
BENEATH THE LAUGHING TREE,Chapter 8,Now kids play near roots
BENEATH THE LAUGHING TREE,Chapter 8,"They hum soft, old tunes"
BENEATH THE LAUGHING TREE,Chapter 8,One girl braids leaf hair
BENEATH THE LAUGHING TREE,Chapter 8,One boy feeds bark honey
BENEATH THE LAUGHING TREE,Chapter 8,The town the past
BENEATH THE LAUGHING TREE,Chapter 8,New move near tree
BENEATH THE LAUGHING TREE,Chapter 8,No one hears true sound
BENEATH THE LAUGHING TREE,Chapter 8,The swing never stays dry
BENEATH THE LAUGHING TREE,Chapter 8,"At night, deep"
BENEATH THE LAUGHING TREE,Chapter 8,Tree glows under sky
BENEATH THE LAUGHING TREE,Chapter 9,Wind names to tree
BENEATH THE LAUGHING TREE,Chapter 9,Bark every sad soul
BENEATH THE LAUGHING TREE,Chapter 9,Tree never who came
BENEATH THE LAUGHING TREE,Chapter 9,Leaves fall slow and sharp
BENEATH THE LAUGHING TREE,Chapter 9,Names appear each cold night
BENEATH THE LAUGHING TREE,Chapter 9,They fade by sun
BENEATH THE LAUGHING TREE,Chapter 9,Girl now walks in roots
BENEATH THE LAUGHING TREE,Chapter 9,Her shoes hang from limb
BENEATH THE LAUGHING TREE,Chapter 9,"Voice says, she was kind"
BENEATH THE LAUGHING TREE,Chapter 9,Roots sleep but never die
BENEATH THE LAUGHING TREE,Chapter 10,Now the tree laughs less
BENEATH THE LAUGHING TREE,Chapter 10,It waits for next name
BENEATH THE LAUGHING TREE,Chapter 10,Old toys sink in soil
BENEATH THE LAUGHING TREE,Chapter 10,One swing rope clean
BENEATH THE LAUGHING TREE,Chapter 10,Crow guards the tall limb
BENEATH THE LAUGHING TREE,Chapter 10,Night fog comes sound
BENEATH THE LAUGHING TREE,Chapter 10,Tree dreams of a sister
BENEATH THE LAUGHING TREE,Chapter 10,A new girl nears the gate
BENEATH THE LAUGHING TREE,Chapter 10,She smiles and steps close
BENEATH THE LAUGHING TREE,Chapter 10,Tree begins to laugh again
