StoryTitle,SectionTitle,Sentence
THE SUNFLOWER CHILD,Chapter 6,"But pay first, brave soul"
THE SUNFLOWER CHILD,Chapter 6,Trade your song for path
THE SUNFLOWER CHILD,Chapter 6,She sang clear and loud
THE SUNFLOWER CHILD,Chapter 6,"So pure, and soft"
THE SUNFLOWER CHILD,Chapter 6,Roots curled back from way
THE SUNFLOWER CHILD,Chapter 6,A path grew from ground
THE SUNFLOWER CHILD,Chapter 6,Light broke tree cracks
THE SUNFLOWER CHILD,Chapter 7,Lake lay still in sun
THE SUNFLOWER CHILD,Chapter 7,Sky stared down with glare
THE SUNFLOWER CHILD,Chapter 7,She edge with hand
THE SUNFLOWER CHILD,Chapter 7,Waves out and hummed
THE SUNFLOWER CHILD,Chapter 7,Face formed near in light
THE SUNFLOWER CHILD,Chapter 7,"Sun child, come to us"
THE SUNFLOWER CHILD,Chapter 7,Why seek rain in
THE SUNFLOWER CHILD,Chapter 7,My kin thirst and fade
THE SUNFLOWER CHILD,Chapter 7,Then pass test of joy
THE SUNFLOWER CHILD,Chapter 7,"Share your heart, not fear"
THE SUNFLOWER CHILD,Chapter 8,She danced free in wind
THE SUNFLOWER CHILD,Chapter 8,With stars at night
THE SUNFLOWER CHILD,Chapter 8,Spun in rain made real
THE SUNFLOWER CHILD,Chapter 8,It fell true and warm
THE SUNFLOWER CHILD,Chapter 8,Sky smiled big with gold
THE SUNFLOWER CHILD,Chapter 8,Tears fed earth below feet
THE SUNFLOWER CHILD,Chapter 8,Buds woke up in song
THE SUNFLOWER CHILD,Chapter 8,Frogs sang loud in swamp
THE SUNFLOWER CHILD,Chapter 8,Trees leaves with glee
THE SUNFLOWER CHILD,Chapter 8,Roots held her in bloom
THE SUNFLOWER CHILD,Chapter 9,Home saw her return bright
THE SUNFLOWER CHILD,Chapter 9,Crowds ran fast to greet
THE SUNFLOWER CHILD,Chapter 9,Jars filled clear with joy
THE SUNFLOWER CHILD,Chapter 9,Kids hugged tight with cheer
THE SUNFLOWER CHILD,Chapter 9,Cows jumped high in grass
THE SUNFLOWER CHILD,Chapter 9,Fires went out with rain
THE SUNFLOWER CHILD,Chapter 9,Dust flew off in winds
THE SUNFLOWER CHILD,Chapter 9,Hope bold and proud
THE SUNFLOWER CHILD,Chapter 9,Songs filled sky for days
THE SUNFLOWER CHILD,Chapter 9,She just beamed with peace
THE SUNFLOWER CHILD,Chapter 10,Sun bows now to child
THE SUNFLOWER CHILD,Chapter 10,Rain comes true each day
THE SUNFLOWER CHILD,Chapter 10,Fields bloom wide and far
THE SUNFLOWER CHILD,Chapter 10,She walks proud with roots
THE SUNFLOWER CHILD,Chapter 10,Birds guard close with wings
THE SUNFLOWER CHILD,Chapter 10,Frogs wear gold and leap
THE SUNFLOWER CHILD,Chapter 10,Trees hum low in joy
THE SUNFLOWER CHILD,Chapter 10,Peace grows strong in soil
THE SUNFLOWER CHILD,Chapter 10,She stays near each dawn
THE SUNFLOWER CHILD,Chapter 10,The child reigns with light
