StoryTitle,SectionTitle,Sentence
A TERROR IN THE DARK,Chapter 6,Just the tone and chill
A TERROR IN THE DARK,Chapter 6,Her ears bled from sound
A TERROR IN THE DARK,Chapter 6,She fell down to dirt
A TERROR IN THE DARK,Chapter 6,Bell tolled ten in total
A TERROR IN THE DARK,Chapter 6,A hand fog
A TERROR IN THE DARK,Chapter 6,Smoke took form and grew
A TERROR IN THE DARK,Chapter 6,It knew her full name
A TERROR IN THE DARK,Chapter 7,"Give your name, voice said"
A TERROR IN THE DARK,Chapter 7,"She said none, stayed quiet"
A TERROR IN THE DARK,Chapter 7,"Then lose face, it roared"
A TERROR IN THE DARK,Chapter 7,Skin split wide down chin
A TERROR IN THE DARK,Chapter 7,Her lips sealed in pain
A TERROR IN THE DARK,Chapter 7,But her eyes saw truth
A TERROR IN THE DARK,Chapter 7,It leaned near with smile
A TERROR IN THE DARK,Chapter 7,A pact now? it asked
A TERROR IN THE DARK,Chapter 7,She nodded slow breath
A TERROR IN THE DARK,Chapter 7,Night sighed deep all around
A TERROR IN THE DARK,Chapter 8,The pact held her soul
A TERROR IN THE DARK,Chapter 8,But cost came that night
A TERROR IN THE DARK,Chapter 8,Her voice lost in dark
A TERROR IN THE DARK,Chapter 8,Her sleep torn by dreams
A TERROR IN THE DARK,Chapter 8,She now saw beyond skin
A TERROR IN THE DARK,Chapter 8,Doors not real red
A TERROR IN THE DARK,Chapter 8,Blood spoke words in mirror
A TERROR IN THE DARK,Chapter 8,Turned black with smoke
A TERROR IN THE DARK,Chapter 8,She smiled back at
A TERROR IN THE DARK,Chapter 8,Truth was deep and cold
A TERROR IN THE DARK,Chapter 9,The town slept fear
A TERROR IN THE DARK,Chapter 9,She did not sleep again
A TERROR IN THE DARK,Chapter 9,Lights went out in homes
A TERROR IN THE DARK,Chapter 9,Knives stood tall in wind
A TERROR IN THE DARK,Chapter 9,Rain hid from world
A TERROR IN THE DARK,Chapter 9,Dogs fled fast alleys
A TERROR IN THE DARK,Chapter 9,Cries were short and sharp
A TERROR IN THE DARK,Chapter 9,Then just bones were left
A TERROR IN THE DARK,Chapter 9,She fed deep on terror
A TERROR IN THE DARK,Chapter 9,Eyes turned red and hollow
A TERROR IN THE DARK,Chapter 10,They found note that read:
A TERROR IN THE DARK,Chapter 10,Run now or be taken!
A TERROR IN THE DARK,Chapter 10,No more sun for sky
A TERROR IN THE DARK,Chapter 10,Sky stayed black with dread
A TERROR IN THE DARK,Chapter 10,Smoke rose slow air
A TERROR IN THE DARK,Chapter 10,Took shape in
A TERROR IN THE DARK,Chapter 10,"She still walks, they said"
A TERROR IN THE DARK,Chapter 10,All roads twist into fog
A TERROR IN THE DARK,Chapter 10,Fear takes root in hearts
A TERROR IN THE DARK,Chapter 10,She comes now with
